seller_state,product_category_name,total_orders,total_items,total_sales,avg_order_value
SP,audio,1,1,4.990976656433071,4.990976656433071
SP,automotivo,1,1,2.924236271848921,2.924236271848921
SP,automotivo,1,1,6.38765343043575,6.38765343043575
SP,bebes,1,1,4.532276860467767,4.532276860467767
SP,beleza_saude,2,2,7.011268088682175,6.318120908122229
SP,beleza_saude,1,1,4.186163807313259,4.186163807313259
SP,beleza_saude,1,1,4.165113633110308,4.165113633110308
SP,beleza_saude,1,1,4.838264068155469,4.838264068155469
SP,brinquedos,1,1,4.958218561871125,4.958218561871125
SP,brinquedos,1,2,5.094976442530006,4.401829261970062
SP,consoles_games,1,1,3.2565568918358894,3.2565568918358894
SP,cool_stuff,1,1,6.120319396731415,6.120319396731415
SP,cool_stuff,1,1,4.676653287609955,4.676653287609955
SP,eletronicos,1,1,4.785740209743239,4.785740209743239
SP,esporte_lazer,1,1,3.509154523167248,3.509154523167248
SP,esporte_lazer,2,2,4.187075661479786,3.49392848091984
SP,esporte_lazer,2,2,7.143309498372818,6.4501623178128735
SP,fashion_bolsas_e_acessorios,1,1,4.108576144468825,4.108576144468825
SP,fashion_bolsas_e_acessorios,1,1,4.5974403879261505,4.5974403879261505
SP,fashion_bolsas_e_acessorios,1,1,3.544431549748063,3.544431549748063
SP,fashion_roupa_feminina,1,1,4.2431955089544555,4.2431955089544555
SP,fashion_roupa_masculina,1,1,3.5796224681769866,3.5796224681769866
SP,ferramentas_jardim,1,1,4.407694381422459,4.407694381422459
SP,fraldas_higiene,1,1,5.017213609456379,5.017213609456379
SP,industria_comercio_e_negocios,3,4,6.0720301949475495,4.685735833827659
SP,market_place,1,6,6.438071598547322,4.646312129319266
SP,moveis_decoracao,1,1,4.469235908747258,4.469235908747258
SP,moveis_decoracao,1,1,5.583308321188326,5.583308321188326
SP,moveis_decoracao,1,1,5.469957074995131,5.469957074995131
SP,moveis_decoracao,1,1,5.006560336054226,5.006560336054226
SP,moveis_decoracao,1,1,4.940856399488339,4.940856399488339
SP,moveis_decoracao,1,1,4.091172871056465,4.091172871056465
SP,moveis_decoracao,1,1,4.464988155388229,4.464988155388229
SP,moveis_decoracao,1,1,3.7123518102990785,3.7123518102990785
SP,moveis_decoracao,1,1,3.5386377907833935,3.5386377907833935
SP,perfumaria,1,1,3.1293886583666644,3.1293886583666644
SP,telefonia,2,2,4.37462430490712,3.6814771243471744
SP,telefonia,2,3,4.932313327320786,3.833701038652676
SP,telefonia,1,1,3.710151589389476,3.710151589389476
SP,telefonia_fixa,1,1,5.0854335041714425,5.0854335041714425
SP,utilidades_domesticas,4,6,6.575285023740222,4.783525554512167
SP,utilidades_domesticas,1,1,5.319981006184063,5.319981006184063
SP,esporte_lazer,1,1,3.98397150474073,3.98397150474073
SP,moveis_decoracao,3,4,5.659621578870431,4.27332721775054
SP,esporte_lazer,1,1,7.24475594738725,7.24475594738725
SP,brinquedos,6,6,6.792815696877317,5.001056227649261
SP,esporte_lazer,2,2,5.651260355397091,4.958113174837146
SP,utilidades_domesticas,1,1,3.8008679560619836,3.8008679560619836
MG,moveis_decoracao,1,1,4.489534842389167,4.489534842389167
MG,moveis_decoracao,1,1,5.260407793474816,5.260407793474816
MG,moveis_decoracao,1,1,3.9471970804358003,3.9471970804358003
MG,utilidades_domesticas,1,1,3.882594194737334,3.882594194737334
MG,fashion_bolsas_e_acessorios,1,1,3.822098297900159,3.822098297900159
PR,consoles_games,1,1,4.176078147248771,4.176078147248771
PR,beleza_saude,2,3,5.603483203339636,4.5048709146715264
PR,esporte_lazer,1,1,4.171768459186905,4.171768459186905
RJ,market_place,1,1,4.723130983621656,4.723130983621656
RJ,moveis_decoracao,1,1,4.044103345785354,4.044103345785354
RS,alimentos,1,1,4.566741159368309,4.566741159368309
RS,esporte_lazer,1,1,4.121311010451915,4.121311010451915
SC,pet_shop,1,1,4.754968551076486,4.754968551076486
SP,market_place,1,1,4.393708139447719,4.393708139447719
SP,moveis_decoracao,1,1,4.47175307254774,4.47175307254774
SP,brinquedos,1,1,5.696791427467347,5.696791427467347
SP,moveis_decoracao,1,1,6.665428908251154,6.665428908251154
SP,moveis_escritorio,1,1,5.576252087544938,5.576252087544938
SP,informatica_acessorios,1,1,3.5121422756138823,3.5121422756138823
SP,market_place,1,1,5.825055708774077,5.825055708774077
SP,esporte_lazer,1,1,4.1112016792885235,4.1112016792885235
SP,informatica_acessorios,1,1,5.207571753241291,5.207571753241291
SP,automotivo,1,1,5.272230031784718,5.272230031784718
SP,perfumaria,1,1,3.3271919683516598,3.3271919683516598
SP,audio,1,1,3.5821290841670557,3.5821290841670557
SP,beleza_saude,2,2,5.445357109197351,4.752209928637407
SP,beleza_saude,1,1,4.234396317669858,4.234396317669858
SP,brinquedos,1,1,4.314015424057338,4.314015424057338
SP,consoles_games,2,2,5.045487504863466,4.352340324303521
SP,fashion_bolsas_e_acessorios,1,1,4.328625857946767,4.328625857946767
SP,moveis_decoracao,1,3,4.860044935463755,3.7614326467956447
SP,telefonia,2,2,4.3212144952771245,3.6280673147171787
SP,telefonia_fixa,1,1,3.001217203784561,3.001217203784561
PR,fashion_bolsas_e_acessorios,1,1,2.976549454137217,2.976549454137217
PR,automotivo,2,2,3.6696966346971625,2.976549454137217
PR,bebes,2,2,3.6696966346971625,2.976549454137217
PR,beleza_saude,1,1,5.964684131573013,5.964684131573013
PR,brinquedos,1,1,2.8690346205080335,2.8690346205080335
PR,fashion_bolsas_e_acessorios,9,9,5.173774031473436,2.976549454137217
PR,moveis_quarto,8,8,5.0023342690568695,2.9228927273770333
PR,musica,2,2,3.617383452408866,2.924236271848921
PR,papelaria,1,1,2.976549454137217,2.976549454137217
PR,pet_shop,5,5,4.455509411433685,2.8460714989995846
PR,ferramentas_jardim,1,1,5.5482586302476244,5.5482586302476244
RJ,brinquedos,1,1,5.166384695287211,5.166384695287211
SP,brinquedos,1,1,3.9308447596687337,3.9308447596687337
SP,beleza_saude,1,1,6.502355168761564,6.502355168761564
SP,cama_mesa_banho,1,1,4.437816056315923,4.437816056315923
SP,moveis_decoracao,2,2,5.709698275085505,5.01655109452556
SP,cool_stuff,1,2,6.741133827992253,6.047986647432308
SP,consoles_games,1,1,4.827032917402579,4.827032917402579
SP,fashion_bolsas_e_acessorios,1,1,4.9513805668789415,4.9513805668789415
SP,telefonia_fixa,2,2,3.840527003723076,3.147379823163131
SP,ferramentas_jardim,1,1,4.5209186335405,4.5209186335405
SP,moveis_decoracao,1,1,3.8676530576922055,3.8676530576922055
SP,relogios_presentes,1,1,5.101146096503746,5.101146096503746
BA,informatica_acessorios,1,2,5.903343463712803,5.210196283152857
BA,telefonia,2,2,7.355692219878625,6.66254503931868
DF,ferramentas_jardim,9,9,8.242540532954894,6.045315955618675
MG,moveis_decoracao,1,1,3.784416880823,3.784416880823
MG,telefonia_fixa,2,2,4.604770105966751,3.9116229254068062
MG,moveis_decoracao,3,5,5.585299193885424,3.975861281451324
MG,eletroportateis,1,1,4.764478968472973,4.764478968472973
PR,esporte_lazer,2,2,5.501829475913019,4.808682295353074
PR,beleza_saude,1,1,5.925004180407712,5.925004180407712
PR,moveis_decoracao,1,1,4.1301942151157975,4.1301942151157975
PR,pet_shop,1,1,2.810606789427302,2.810606789427302
PR,relogios_presentes,1,1,6.578917823108863,6.578917823108863
PR,esporte_lazer,3,3,6.274083825217301,5.175471536549191
PR,esporte_lazer,2,2,6.061923010756543,5.368775830196598
PR,informatica_acessorios,2,2,4.656623467577007,3.9634762870170617
RJ,cool_stuff,1,1,4.006423680849631,4.006423680849631
RJ,cool_stuff,1,1,5.907131398642231,5.907131398642231
RS,cool_stuff,1,1,5.254365479018854,5.254365479018854
SC,brinquedos,2,2,5.81535366409074,5.122206483530795
SC,utilidades_domesticas,1,1,6.249183423061882,6.249183423061882
SP,bebes,2,2,5.327099167973489,4.6339519874135435
SP,esporte_lazer,1,1,4.345881188037528,4.345881188037528
SP,beleza_saude,2,2,5.2913431028107,4.598195922250755
SP,cama_mesa_banho,5,5,5.9416438521240265,4.332205939689926
SP,moveis_decoracao,14,20,7.443453011423236,4.447720737869244
SP,moveis_decoracao,3,3,5.557792847109637,4.459180558441527
SP,eletroportateis,1,1,5.990764301993589,5.990764301993589
SP,fashion_bolsas_e_acessorios,1,1,4.073120925770474,4.073120925770474
SP,beleza_saude,1,1,5.311776386232193,5.311776386232193
SP,brinquedos,1,1,5.197446756163062,5.197446756163062
SP,consoles_games,1,1,4.827032917402579,4.827032917402579
SP,fashion_bolsas_e_acessorios,1,1,4.650621448892009,4.650621448892009
SP,moveis_decoracao,1,1,3.3484995926617063,3.3484995926617063
SP,telefonia,2,3,4.269277781231888,3.170665492563778
SP,telefonia_fixa,2,2,3.9541241814467813,3.260977000886836
SP,relogios_presentes,2,2,6.108158100605261,5.415010920045316
SP,utilidades_domesticas,1,1,3.4294608469350147,3.4294608469350147
ES,esporte_lazer,1,1,3.489513462710723,3.489513462710723
MG,moveis_decoracao,1,1,4.438406968109989,4.438406968109989
MG,informatica_acessorios,3,3,4.627225176768922,3.528612888100813
MG,automotivo,1,1,5.920612806136031,5.920612806136031
MG,moveis_decoracao,2,2,4.942927311072179,4.249780130512233
MG,pet_shop,1,1,4.540311613639595,4.540311613639595
MG,eletroportateis,1,1,3.978933710710773,3.978933710710773
MG,fashion_bolsas_e_acessorios,3,4,5.406947531073485,4.020653169953595
MG,cama_mesa_banho,3,3,5.561911643470728,4.463299354802618
MG,moveis_decoracao,3,5,6.436326634884855,4.826888722450755
MG,moveis_decoracao,1,1,4.436988192747856,4.436988192747856
PR,automotivo,1,1,4.687671407499835,4.687671407499835
PR,consoles_games,1,1,6.565166373625599,6.565166373625599
PR,esporte_lazer,4,7,5.999978202873186,4.054068053817874
PR,bebes,1,1,5.275253426949485,5.275253426949485
PR,beleza_saude,5,5,7.418618902026146,5.809180989592046
PR,fashion_calcados,1,1,3.8920243589214563,3.8920243589214563
PR,moveis_decoracao,3,4,6.004898900709234,4.618604539589343
PR,relogios_presentes,1,1,6.006697927748571,6.006697927748571
PR,automotivo,1,2,6.21007785233566,5.5169306717757145
PR,moveis_decoracao,2,2,4.522223265167165,3.82907608460722
PR,utilidades_domesticas,1,1,6.111533856137404,6.111533856137404
PR,informatica_acessorios,1,1,5.3931274213106795,5.3931274213106795
PR,Unknown,1,1,5.267858159063328,5.267858159063328
PR,esporte_lazer,2,2,5.234312036572124,4.541164856012179
RJ,Unknown,1,1,5.915339156718491,5.915339156718491
RJ,brinquedos,3,3,6.180099465958529,5.081487177290419
RJ,ferramentas_jardim,1,3,5.588259383400662,4.489647094732552
RJ,moveis_decoracao,1,1,4.101154654150649,4.101154654150649
RJ,perfumaria,1,2,4.354655437877749,3.6615082573178044
RS,cool_stuff,1,1,6.500839118606658,6.500839118606658
RS,bebes,1,1,4.553876891600541,4.553876891600541
RS,cool_stuff,1,2,6.621472227444063,5.928325046884118
SC,moveis_decoracao,1,1,4.7472772026129215,4.7472772026129215
SC,bebes,1,1,3.584629432740137,3.584629432740137
SC,brinquedos,1,1,4.8346933442663405,4.8346933442663405
SC,utilidades_domesticas,1,1,5.228216738868547,5.228216738868547
SC,esporte_lazer,1,5,5.4051517954618635,3.795713883027763
SC,fashion_roupa_masculina,1,1,5.069595786919765,5.069595786919765
SC,fashion_bolsas_e_acessorios,1,1,5.221760243825881,5.221760243825881
SP,beleza_saude,1,2,5.444234241448191,4.7510870608882465
SP,pet_shop,1,1,5.137913845055013,5.137913845055013
SP,automotivo,1,1,6.443097336061154,6.443097336061154
SP,ferramentas_jardim,1,1,4.983675112513473,4.983675112513473
SP,eletronicos,1,1,5.572306111867815,5.572306111867815
SP,beleza_saude,1,1,6.4797991330384415,6.4797991330384415
SP,automotivo,3,3,5.339219357868463,4.240607069200353
SP,bebes,1,1,3.7936898184662815,3.7936898184662815
SP,eletronicos,2,2,3.8048831298702424,3.111735949310297
SP,automotivo,1,1,4.938709554524666,4.938709554524666
SP,bebes,2,5,5.594860067432014,3.985422154997914
SP,cool_stuff,1,1,4.413767520457944,4.413767520457944
SP,cool_stuff,1,1,3.286908235260028,3.286908235260028
SP,esporte_lazer,1,1,4.079569276639947,4.079569276639947
SP,moveis_decoracao,3,3,5.283761948538838,4.185149659870729
SP,papelaria,2,9,6.728257730919284,4.531033153583064
SP,cama_mesa_banho,4,5,6.644544656454686,5.0351067440205854
SP,cama_mesa_banho,2,2,4.9783186926197125,4.285171512059767
SP,moveis_decoracao,22,27,7.75327155328691,4.457434687282581
SP,moveis_decoracao,2,2,6.105529568395952,5.412382387836007
SP,moveis_decoracao,1,1,4.902307417210627,4.902307417210627
SP,eletrodomesticos_2,1,1,6.18493208931219,6.18493208931219
SP,automotivo,2,2,4.421728001525434,3.7285808209654885
SP,consoles_games,1,2,4.318287793706875,3.6251406131469297
SP,eletronicos,3,3,5.033961119399753,3.935348830731643
SP,eletronicos,3,3,5.193012404902613,4.094400116234503
SP,telefonia_fixa,3,4,5.471766344838393,4.085471983718502
SP,moveis_decoracao,1,1,3.781002742989742,3.781002742989742
SP,perfumaria,1,1,4.101981989351312,4.101981989351312
SP,consoles_games,3,4,7.1437676704323385,5.757473309312448
SP,esporte_lazer,1,1,4.95215836433728,4.95215836433728
SP,esporte_lazer,1,1,4.3321796622793,4.3321796622793
SP,cama_mesa_banho,1,1,5.118592435601348,5.118592435601348
SP,market_place,2,2,5.17082484603276,4.4776776654728145
SP,moveis_decoracao,2,2,5.759248716840184,5.066101536280239
SP,utilidades_domesticas,1,1,4.616505695651837,4.616505695651837
SP,bebes,1,1,5.0121008862578655,5.0121008862578655
SP,bebes,1,1,3.945844553903657,3.945844553903657
SP,beleza_saude,4,4,5.058218380834414,3.6719240197145226
SP,beleza_saude,1,1,4.800901429691963,4.800901429691963
SP,beleza_saude,5,5,6.876367805740505,5.266929893306404
SP,brinquedos,1,1,4.588125751378833,4.588125751378833
SP,brinquedos,4,4,5.422347514964887,4.036053153844996
SP,brinquedos,1,1,4.200204952921578,4.200204952921578
SP,brinquedos,2,2,4.7482310288287435,4.055083848268798
SP,cool_stuff,1,1,3.6060411758049318,3.6060411758049318
SP,eletronicos,1,1,3.7846440760983158,3.7846440760983158
SP,esporte_lazer,2,2,6.600468959555499,5.907321778995554
SP,fashion_underwear_e_moda_praia,1,1,4.626442321263631,4.626442321263631
SP,ferramentas_jardim,1,1,5.169631358919991,5.169631358919991
SP,ferramentas_jardim,2,2,5.14999135701204,4.456844176452095
SP,informatica_acessorios,1,1,4.565389315976247,4.565389315976247
SP,market_place,1,1,3.781002742989742,3.781002742989742
SP,moveis_decoracao,1,6,4.69519368863568,2.903434219407625
SP,moveis_decoracao,1,1,5.502441184024992,5.502441184024992
SP,moveis_decoracao,2,2,4.804430796838969,4.111283616279024
SP,moveis_decoracao,4,5,5.428424151893252,3.818986239459152
SP,moveis_decoracao,1,1,3.944296565978442,3.944296565978442
SP,papelaria,1,1,5.1717899600762784,5.1717899600762784
SP,pet_shop,1,1,4.812509505757334,4.812509505757334
SP,telefonia,2,2,3.9520126536443048,3.2588654730843594
SP,telefonia_fixa,1,1,5.007764510671235,5.007764510671235
SP,telefonia_fixa,4,5,4.754968551076486,3.1455306386423856
SP,utilidades_domesticas,1,1,3.2371085931292605,3.2371085931292605
SP,moveis_decoracao,2,2,4.88544992867311,4.192302748113165
SP,relogios_presentes,1,1,5.320519074531723,5.320519074531723
SP,bebes,1,1,5.20751700222154,5.20751700222154
SP,esporte_lazer,1,1,5.2337255106548595,5.2337255106548595
BA,telefonia,2,2,6.728245764687989,6.035098584128043
CE,alimentos,2,2,4.367166771766858,3.6740195912069122
DF,cool_stuff,3,3,6.1440139455682665,5.0454016569001565
ES,informatica_acessorios,1,2,4.279162999214643,3.586015818654697
ES,moveis_decoracao,1,1,4.596532992592428,4.596532992592428
MG,utilidades_domesticas,1,1,4.417635062141249,4.417635062141249
MG,papelaria,1,1,5.791488055075306,5.791488055075306
MG,automotivo,1,1,5.513025439041145,5.513025439041145
MG,cool_stuff,1,1,3.7123518102990785,3.7123518102990785
MG,informatica_acessorios,3,3,4.804184965723707,3.7055726770555966
MG,informatica_acessorios,2,2,4.5094299137072555,3.81628273314731
MG,malas_acessorios,2,2,5.127410414569336,4.434263234009391
MG,moveis_decoracao,2,2,4.482211278587644,3.7890640980276986
MG,esporte_lazer,1,6,5.3845868017002125,3.5928273324721576
MG,moveis_decoracao,1,1,5.010568625207268,5.010568625207268
MG,automotivo,1,1,5.050368696314856,5.050368696314856
MG,brinquedos,2,2,5.131022343770705,4.43787516321076
MG,moveis_decoracao,1,1,4.034240638152395,4.034240638152395
MG,moveis_sala,1,1,5.457839309564922,5.457839309564922
MG,pet_shop,2,3,5.430616750561521,4.332004461893411
MG,Unknown,2,2,5.441811466186766,4.748664285626821
MG,cool_stuff,1,1,5.053567061479768,5.053567061479768
MG,fashion_bolsas_e_acessorios,8,10,6.4858558644105475,4.1832707714165025
MG,moveis_cozinha_area_de_servico_jantar_e_jardim,1,1,4.853591544486569,4.853591544486569
MG,cama_mesa_banho,2,3,5.310147118301614,4.2115348296335045
MG,moveis_decoracao,1,1,5.528714546573554,5.528714546573554
MG,cool_stuff,1,1,4.344584339198011,4.344584339198011
MG,ferramentas_jardim,1,1,4.706823839714591,4.706823839714591
MG,automotivo,2,2,5.975360571359424,5.282213390799479
MS,beleza_saude,2,2,6.084749951163965,5.3916027706040195
PE,informatica_acessorios,1,1,7.612336837167746,7.612336837167746
PR,consoles_games,8,8,7.869657795992883,5.790216254313047
PR,beleza_saude,1,1,4.165424143903053,4.165424143903053
PR,esporte_lazer,2,3,5.3498656284286135,4.2512533397605035
PR,bebes,1,1,5.0388339484549345,5.0388339484549345
PR,beleza_saude,4,4,7.334662193074558,5.948367831954667
PR,esporte_lazer,1,3,5.758933319121049,4.660321030452939
PR,fashion_bolsas_e_acessorios,1,2,4.1799104505517475,3.486763269991802
PR,ferramentas_jardim,3,3,6.1779441140506,5.07933182538249
PR,moveis_decoracao,1,2,4.45457982735559,3.7614326467956447
PR,moveis_decoracao,1,1,4.306494572061445,4.306494572061445
PR,pet_shop,1,1,4.837867950107113,4.837867950107113
PR,utilidades_domesticas,1,1,4.470151974310003,4.470151974310003
PR,market_place,1,1,5.480222169845649,5.480222169845649
PR,esporte_lazer,1,1,4.769836807543325,4.769836807543325
PR,moveis_decoracao,1,2,4.367420482284519,3.674273301724574
PR,eletrodomesticos_2,2,2,6.141607205537701,5.448460024977757
PR,bebes,1,1,7.581209826196346,7.581209826196346
PR,climatizacao,1,2,5.82440591697994,5.131258736419994
PR,esporte_lazer,1,1,5.468439815884993,5.468439815884993
PR,utilidades_domesticas,1,1,4.660983250807304,4.660983250807304
PR,beleza_saude,1,1,4.955827057601261,4.955827057601261
PR,automotivo,1,1,4.162314688661368,4.162314688661368
PR,esporte_lazer,4,4,6.355795111857591,4.9695007507377005
PR,moveis_decoracao,3,3,6.7660880226485745,5.667475733980465
PR,beleza_saude,1,1,4.310664888188185,4.310664888188185
PR,perfumaria,1,1,6.2302845778072,6.2302845778072
RJ,livros_interesse_geral,1,1,4.970785049496295,4.970785049496295
RJ,perfumaria,21,25,8.354373040085132,5.135497215216932
RJ,bebes,2,2,6.2800025031868545,5.586855322626909
RJ,beleza_saude,1,1,5.385870263555899,5.385870263555899
RJ,brinquedos,5,5,7.196806413840156,5.587368501406056
RJ,moveis_decoracao,2,2,4.817616727753966,4.12446954719402
RJ,utilidades_domesticas,1,2,4.356708826689592,3.6635616461296463
RS,moveis_decoracao,1,1,4.138361447638875,4.138361447638875
RS,beleza_saude,1,1,4.643525139864555,4.643525139864555
RS,moveis_decoracao,1,2,5.478469906057152,4.785322725497206
RS,consoles_games,1,1,4.240607069200353,4.240607069200353
RS,cool_stuff,1,1,6.166131884965077,6.166131884965077
SC,moveis_decoracao,1,1,4.668332760945732,4.668332760945732
SC,esporte_lazer,1,1,3.979681653901961,3.979681653901961
SC,pet_shop,1,1,5.0242751798002905,5.0242751798002905
SC,Unknown,1,1,4.632785353021065,4.632785353021065
SC,bebes,3,5,5.750316126561756,4.140878214127655
SC,brinquedos,7,7,6.913876505987073,4.96796635693176
SC,utilidades_domesticas,2,3,6.363269453723511,5.264657165055401
SC,climatizacao,1,1,5.262171919911683,5.262171919911683
SC,esporte_lazer,3,3,5.503296947234575,4.404684658566466
SC,esporte_lazer,2,2,5.199822119798937,4.506674939238992
SC,fashion_bolsas_e_acessorios,1,1,5.077795375938779,5.077795375938779
SP,instrumentos_musicais,1,1,5.8798064655651,5.8798064655651
