product_category_name,seller_id,seller_state,seller_city,week_start,total_orders,total_items,total_sales,avg_order_value
fashion_bolsas_e_acessorios,0cbcee27c791afa0cdcb08587a2013a8,MG,tres coracoes,2016-10-03 00:00:00.000,1,1,153.51,153.51
moveis_decoracao,0c8380b62e38e8a1e6adbeba7eb9688c,MG,tres coracoes,2016-10-03 00:00:00.000,1,1,161.24,161.24
utilidades_domesticas,11305281b50fff20ae8bb473f8e11876,MG,uba,2016-10-03 00:00:00.000,1,1,60.52,60.52
beleza_saude,b1fecf4da1fa2689bccffa0121953643,MS,campo grande,2016-10-03 00:00:00.000,2,2,346.84000000000003,173.42000000000002
cool_stuff,515d781150feed28a6ac091bb0e3cb8c,MS,campo grande,2016-10-03 00:00:00.000,1,1,237.97,237.97
consoles_games,522620dcb18a6b31cd7bdf73665113a9,PR,cascavel,2016-10-03 00:00:00.000,1,1,661.75,661.75
relogios_presentes,522620dcb18a6b31cd7bdf73665113a9,PR,cascavel,2016-10-03 00:00:00.000,1,1,45.46,45.46
bebes,827f8f69dfa529c561901c4f2e0f332f,PR,curitiba,2016-10-03 00:00:00.000,1,1,42.42,42.42
beleza_saude,ecccfa2bb93b34a3bf033cc5d1dcdc69,PR,curitiba,2016-10-03 00:00:00.000,12,13,1186.52,91.27076923076925
esporte_lazer,989becdce12ebc39863c2bceab6f3ca1,PR,curitiba,2016-10-03 00:00:00.000,1,1,160.44,160.44
esporte_lazer,f67efa3f0b6761102a7f8c6b7b571f5d,PR,curitiba,2016-10-03 00:00:00.000,1,1,173.4,173.4
ferramentas_jardim,f67efa3f0b6761102a7f8c6b7b571f5d,PR,curitiba,2016-10-03 00:00:00.000,1,1,156.22,156.22
moveis_decoracao,77530e9772f57a62c906e1c21538ab82,PR,curitiba,2016-10-03 00:00:00.000,1,1,178.11,178.11
relogios_presentes,4d600e08ecbe08258c79e536c5a42fee,PR,entre rios do oeste,2016-10-03 00:00:00.000,3,3,1999.03,666.3433333333332
moveis_decoracao,066a6914e1ebf3ea95a216c73a986b91,PR,foz do iguacu,2016-10-03 00:00:00.000,1,1,91.28,91.28
cool_stuff,01cf7e3d21494c41fb86034f2e714fa1,PR,francisco beltrao,2016-10-03 00:00:00.000,1,1,89.16000000000001,89.16000000000001
moveis_decoracao,df560393f3a51e74553ab94004ba5c87,PR,loanda,2016-10-03 00:00:00.000,1,1,111.51,111.51
automotivo,ed859002ad59dbf8cf3602696a6c3000,PR,londrina,2016-10-03 00:00:00.000,1,1,315.23999999999995,315.23999999999995
climatizacao,ed859002ad59dbf8cf3602696a6c3000,PR,londrina,2016-10-03 00:00:00.000,4,9,1585.91,176.21222222222224
esporte_lazer,38e679b9e0064cd94c6f035707344dae,PR,londrina,2016-10-03 00:00:00.000,1,1,65.7,65.7
moveis_decoracao,7a073a40a9d3f1fee8bc45670ea1e909,PR,londrina,2016-10-03 00:00:00.000,1,1,112.78,112.78
automotivo,710e3548e02bc1d2831dfc4f1b5b14d4,PR,rolandia,2016-10-03 00:00:00.000,1,1,76.6,76.6
moveis_decoracao,710e3548e02bc1d2831dfc4f1b5b14d4,PR,rolandia,2016-10-03 00:00:00.000,1,1,317.90000000000003,317.90000000000003
livros_interesse_geral,83e197e95a1bbabc8c75e883ed016c47,RJ,mage,2016-10-03 00:00:00.000,1,1,144.54,144.54
bebes,fedaedd3ca31d56ab33e92035e4b361c,RJ,niteroi,2016-10-03 00:00:00.000,1,1,50.86,50.86
beleza_saude,620c87c171fb2a6dd6e8bb4dec959fc6,RJ,petropolis,2016-10-03 00:00:00.000,4,4,470.67,117.6675
perfumaria,620c87c171fb2a6dd6e8bb4dec959fc6,RJ,petropolis,2016-10-03 00:00:00.000,24,25,5827.56,233.1024
bebes,46dc3b2cc0980fb8ec44634e21d2718e,RJ,rio de janeiro,2016-10-03 00:00:00.000,3,3,821.9100000000001,273.97
brinquedos,46dc3b2cc0980fb8ec44634e21d2718e,RJ,rio de janeiro,2016-10-03 00:00:00.000,6,7,1603.7,229.1
cama_mesa_banho,c43d924a0f1688ee9fae0efcd6f539d4,RJ,rio de janeiro,2016-10-03 00:00:00.000,1,1,45.01,45.01
perfumaria,0747d5bb69f0586cc869d8af4c50f93e,RJ,saquarema,2016-10-03 00:00:00.000,2,2,103.37,51.685
moveis_decoracao,4b90495391ac0bd181a80a459df1e718,RS,bage,2016-10-03 00:00:00.000,1,1,266.11,266.11
brinquedos,4bde6149c15cf7e177b36fa060dd6de8,RS,carazinho,2016-10-03 00:00:00.000,1,1,96.23,96.23
cool_stuff,05ff92fedb5be47920fea08e501238b9,RS,santo angelo,2016-10-03 00:00:00.000,1,1,121.01,121.01
cool_stuff,b7ba853e9551f4558440881fd3e5c815,RS,santo antonio da patrulha,2016-10-03 00:00:00.000,1,1,162.6,162.6
telefonia,b7ba853e9551f4558440881fd3e5c815,RS,santo antonio da patrulha,2016-10-03 00:00:00.000,1,1,252.19,252.19
ferramentas_jardim,9df5750209b83567ec144eb299d7d634,RS,sao leopoldo,2016-10-03 00:00:00.000,1,1,611.56,611.56
informatica_acessorios,8c16d1f32a54d92897cc437244442e1b,SC,blumenau,2016-10-03 00:00:00.000,3,3,159.58999999999995,53.19666666666666
esporte_lazer,7008613ea464bad5cb9b83456e1e6a8f,SC,canoinhas,2016-10-03 00:00:00.000,1,1,55.6,55.6
pet_shop,fa1a9dec3a9940c072684a46728bf1fc,SC,icara,2016-10-03 00:00:00.000,2,2,244.02000000000004,122.01000000000002
bebes,a3a38f4affed601eb87a97788c949667,SC,joinville,2016-10-03 00:00:00.000,1,1,176.23000000000002,176.23000000000002
brinquedos,a3a38f4affed601eb87a97788c949667,SC,joinville,2016-10-03 00:00:00.000,1,1,154.10000000000002,154.10000000000002
moveis_decoracao,184a67a8f9f63234d3a92340bbdb727f,SC,joinville,2016-10-03 00:00:00.000,2,4,155.17000000000002,38.7925
esporte_lazer,aaed1309374718fdd995ee4c58c9dfcd,SC,timbo,2016-10-03 00:00:00.000,1,1,80.25,80.25
eletronicos,f0563bacf40c311f1c4d3d6b67b8a7a7,SC,tubarao,2016-10-03 00:00:00.000,1,1,1227.78,1227.78
pet_shop,700f03c207639c22d933381ff60b35c2,SP,barretos,2016-10-03 00:00:00.000,1,1,415.68,415.68
relogios_presentes,7e93a43ef30c4f03f38b393420bc753a,SP,barueri,2016-10-03 00:00:00.000,1,1,1423.55,1423.55
moveis_decoracao,939f6e231201f26803cb5c3a3d2940b3,SP,bauru,2016-10-03 00:00:00.000,3,4,225.62,56.405
moveis_decoracao,87f3e35268860433e13d577825aada95,SP,bom jesus dos perdoes,2016-10-03 00:00:00.000,1,1,34.42,34.42
beleza_saude,e24fc9fcd865784fb25705606fe3dfe7,SP,braganca paulista,2016-10-03 00:00:00.000,1,1,246.09,246.09
automotivo,ffff564a4f9085cd26170f4732393726,SP,campinas,2016-10-03 00:00:00.000,1,1,66.03,66.03
bebes,3d01d1c414c44b5943a09619ff3853cb,SP,campinas,2016-10-03 00:00:00.000,1,1,108.12,108.12
moveis_decoracao,5a8e7d5003a1f221f9e1d6e411de7c23,SP,campinas,2016-10-03 00:00:00.000,1,2,149.46,74.73
Unknown,3481aa57cd91f9f9d3fa1fa12d9a3bf7,SP,capivari,2016-10-03 00:00:00.000,1,1,65.5,65.5
esporte_lazer,f09b760d23495ac9a7e00d29b769007c,SP,catanduva,2016-10-03 00:00:00.000,1,1,39.09,39.09
informatica_acessorios,afa6714acee029b2dfdf357e5579cc03,SP,descalvado,2016-10-03 00:00:00.000,1,1,134.91,134.91
beleza_saude,b56906f7fd1696e043f1bcce164c487b,SP,echapora,2016-10-03 00:00:00.000,2,3,254.21,84.73666666666666
brinquedos,86bb7c4b535e49a541baf3266b1c95b1,SP,franca,2016-10-03 00:00:00.000,2,2,1062.05,531.025
telefonia_fixa,99eaacc9e6046db1c82b163c5f84869f,SP,franca,2016-10-03 00:00:00.000,1,1,214.98,214.98
esporte_lazer,d4f91e8be86b38da2ee35bc489645a9d,SP,guaratingueta,2016-10-03 00:00:00.000,1,1,61.16,61.16
brinquedos,ea6b12bf9ffe2bac34602ec631d97a47,SP,guarulhos,2016-10-03 00:00:00.000,1,1,140.98999999999998,140.98999999999998
market_place,f41ce2e25237f9092cd8e6e7516c7a2f,SP,guarulhos,2016-10-03 00:00:00.000,1,1,72.6,72.6
bebes,cca3071e3e9bb7d12640c9fbe2301306,SP,ibitinga,2016-10-03 00:00:00.000,2,4,333.16,83.29
cama_mesa_banho,cca3071e3e9bb7d12640c9fbe2301306,SP,ibitinga,2016-10-03 00:00:00.000,2,3,266.21000000000004,88.73666666666668
moveis_decoracao,0336182e1b3e92f029d5354832045fdf,SP,ibitinga,2016-10-03 00:00:00.000,1,2,47.370000000000005,23.685
moveis_decoracao,391fc6631aebcf3004804e51b40bcf1e,SP,ibitinga,2016-10-03 00:00:00.000,8,13,1156.2400000000002,88.94153846153849
moveis_decoracao,cca3071e3e9bb7d12640c9fbe2301306,SP,ibitinga,2016-10-03 00:00:00.000,5,6,555.5,92.58333333333331
telefonia_fixa,8b11118053756a9a2932f447e11fc1b5,SP,igaracu do tiete,2016-10-03 00:00:00.000,1,1,91.16,91.16
moveis_decoracao,cac4c8e7b1ca6252d8f20b2fc1a2e4af,SP,indaiatuba,2016-10-03 00:00:00.000,1,1,420.08,420.08
automotivo,a7f13822ceb966b076af67121f87b063,SP,itaquaquecetuba,2016-10-03 00:00:00.000,1,1,401.19,401.19
moveis_escritorio,a7f13822ceb966b076af67121f87b063,SP,itaquaquecetuba,2016-10-03 00:00:00.000,4,4,540.25,135.0625
moveis_escritorio,38874e327ce94d11390b96eb42d61928,SP,itaquaquecetuba,2016-10-03 00:00:00.000,1,1,783.22,783.22
fashion_calcados,b499c00f28f4b7069ff6550af8c1348a,SP,limeira,2016-10-03 00:00:00.000,1,1,40.95,40.95
beleza_saude,82bd0703a4aefd6b599e5bfdaed378fb,SP,marilia,2016-10-03 00:00:00.000,2,2,143.32,71.66
perfumaria,82bd0703a4aefd6b599e5bfdaed378fb,SP,marilia,2016-10-03 00:00:00.000,2,4,242.19,60.5475
market_place,7d456afc660226829370f3173d14520c,SP,mogi das cruzes,2016-10-03 00:00:00.000,1,2,250.69,125.345
consoles_games,822b63912576852aea9a8436d72317b7,SP,mogi guacu,2016-10-03 00:00:00.000,3,3,2934.28,978.0933333333332
automotivo,5206cc4bc2297c833e6061c49bf9c43f,SP,osasco,2016-10-03 00:00:00.000,1,1,45.96,45.96
moveis_decoracao,13e85aac53340018b40c2af68001b7e0,SP,pedreira,2016-10-03 00:00:00.000,1,1,31.92,31.92
beleza_saude,011b0eaba87386a2ae96a7d32bb531d1,SP,pompeia,2016-10-03 00:00:00.000,1,2,129.16,64.58
Unknown,23613d49c3ac2bd302259e55c06c050c,SP,porto ferreira,2016-10-03 00:00:00.000,1,1,30.42,30.42
brinquedos,f5f2ab9bdb6b30c14c61be68c5ed37da,SP,porto ferreira,2016-10-03 00:00:00.000,2,2,184.26,92.13
beleza_saude,b17b679f4f5ce2e03ce6968c62648246,SP,ribeirao preto,2016-10-03 00:00:00.000,7,7,578.1899999999999,82.59857142857142
consoles_games,4b1eaadf791bdbbad8c4a35b65236d52,SP,ribeirao preto,2016-10-03 00:00:00.000,2,2,247.0,123.5
informatica_acessorios,897060da8b9a21f655304d50fd935913,SP,ribeirao preto,2016-10-03 00:00:00.000,6,9,778.29,86.47666666666666
automotivo,bd4ff04377f974574f7f0bf9d6ce7dde,SP,santa maria da serra,2016-10-03 00:00:00.000,1,1,60.95,60.95
moveis_decoracao,bd4ff04377f974574f7f0bf9d6ce7dde,SP,santa maria da serra,2016-10-03 00:00:00.000,2,2,107.42000000000002,53.71000000000001
informatica_acessorios,0db783cfcd3b73998abc6e10e59a102f,SP,santos,2016-10-03 00:00:00.000,2,2,102.1,51.05
ferramentas_jardim,3606774ec64634822d78dc2db6d37045,SP,sao caetano do sul,2016-10-03 00:00:00.000,1,1,196.27,196.27
automotivo,63b9ae557efed31d1f7687917d248a8d,SP,sao jose do rio pardo,2016-10-03 00:00:00.000,1,1,24.52,24.52
utilidades_domesticas,575df70bde3f9f2b30bf8d2e9910d725,SP,sao jose do rio preto,2016-10-03 00:00:00.000,1,2,467.2000000000001,233.6
audio,5f0057b677eb963672bf05dfa3f16c34,SP,sao paulo,2016-10-03 00:00:00.000,1,1,147.08,147.08
automotivo,ce27a3cc3c8cc1ea79d11e561e9bebb6,SP,sao paulo,2016-10-03 00:00:00.000,1,1,18.62,18.62
automotivo,6cf476a4ca74498db55cbccdaa9dcfb6,SP,sao paulo,2016-10-03 00:00:00.000,1,1,594.46,594.46
bebes,f5b84683a9bf9e1df748cf40f601b39c,SP,sao paulo,2016-10-03 00:00:00.000,1,1,92.97,92.97
beleza_saude,432c67955c0acd1fd6b0b5d678766a71,SP,sao paulo,2016-10-03 00:00:00.000,2,2,1109.06,554.53
beleza_saude,ce27a3cc3c8cc1ea79d11e561e9bebb6,SP,sao paulo,2016-10-03 00:00:00.000,1,1,65.77,65.77
beleza_saude,f4aba7c0bca51484c30ab7bdc34bcdd1,SP,sao paulo,2016-10-03 00:00:00.000,1,1,64.4,64.4
beleza_saude,59fb871bf6f4522a87ba567b42dafecf,SP,sao paulo,2016-10-03 00:00:00.000,1,1,126.25,126.25
brinquedos,5f2684dab12e59f83bef73ae57724e45,SP,sao paulo,2016-10-03 00:00:00.000,1,1,142.34,142.34
brinquedos,b2ba3715d723d245138f291a6fe42594,SP,sao paulo,2016-10-03 00:00:00.000,1,2,163.20000000000002,81.60000000000001
consoles_games,ce27a3cc3c8cc1ea79d11e561e9bebb6,SP,sao paulo,2016-10-03 00:00:00.000,1,1,25.96,25.96
cool_stuff,76d5af76d0271110f9af36c92573f765,SP,sao paulo,2016-10-03 00:00:00.000,1,1,455.01,455.01
cool_stuff,e8f6dc8e6a1dcde89d20e3995c8d90b3,SP,sao paulo,2016-10-03 00:00:00.000,1,1,107.41,107.41
eletronicos,8fdca8e349553f99bc738833a62c8802,SP,sao paulo,2016-10-03 00:00:00.000,1,1,119.79,119.79
esporte_lazer,d12c926d74ceff0a90a21184466ce161,SP,sao paulo,2016-10-03 00:00:00.000,1,1,33.42,33.42
esporte_lazer,ed49da7cadefc454d6a67de249eab240,SP,sao paulo,2016-10-03 00:00:00.000,2,2,65.83,32.915
esporte_lazer,76d5af76d0271110f9af36c92573f765,SP,sao paulo,2016-10-03 00:00:00.000,2,2,1265.61,632.8050000000001
fashion_bolsas_e_acessorios,cab85505710c7cb9b720bceb52b01cee,SP,sao paulo,2016-10-03 00:00:00.000,1,1,60.86,60.86
fashion_bolsas_e_acessorios,25e6ffe976bd75618accfe16cefcbd0d,SP,sao paulo,2016-10-03 00:00:00.000,1,1,99.23,99.23
fashion_bolsas_e_acessorios,c12d7463a579237ffb9248bd7cff378b,SP,sao paulo,2016-10-03 00:00:00.000,1,1,34.62,34.62
fashion_roupa_feminina,dc8798cbf453b7e0f98745e396cc5616,SP,sao paulo,2016-10-03 00:00:00.000,1,1,69.63,69.63
fashion_roupa_masculina,dc8798cbf453b7e0f98745e396cc5616,SP,sao paulo,2016-10-03 00:00:00.000,1,1,35.86,35.86
ferramentas_jardim,e5a38146df062edaf55c38afa99e42dc,SP,sao paulo,2016-10-03 00:00:00.000,1,1,82.08,82.08
fraldas_higiene,e8f6dc8e6a1dcde89d20e3995c8d90b3,SP,sao paulo,2016-10-03 00:00:00.000,1,1,150.99,150.99
industria_comercio_e_negocios,d101c6da914ae3d53f7bee42283f2fe2,SP,sao paulo,2016-10-03 00:00:00.000,3,4,433.56000000000006,108.39
market_place,024b564ae893ce8e9bfa02c10a401ece,SP,sao paulo,2016-10-03 00:00:00.000,1,6,625.2,104.2
moveis_decoracao,d4d99b60c4c94cd35acd502cec65dc8d,SP,sao paulo,2016-10-03 00:00:00.000,1,1,87.29,87.29
moveis_decoracao,7dc8c42cc750eeafea6c85712ffee9bf,SP,sao paulo,2016-10-03 00:00:00.000,1,1,265.95,265.95
moveis_decoracao,624f4ece8da4aafb77699233d480f8ef,SP,sao paulo,2016-10-03 00:00:00.000,1,1,237.45,237.45
moveis_decoracao,f7496d659ca9fdaf323c0aae84176632,SP,sao paulo,2016-10-03 00:00:00.000,1,1,149.39,149.39
moveis_decoracao,62c50c1af4dfdc4149d25c5222043d39,SP,sao paulo,2016-10-03 00:00:00.000,1,1,139.89,139.89
moveis_decoracao,ae9690c6e8fee182c28c9ff8e11ca52c,SP,sao paulo,2016-10-03 00:00:00.000,1,1,59.81,59.81
moveis_decoracao,e8f6dc8e6a1dcde89d20e3995c8d90b3,SP,sao paulo,2016-10-03 00:00:00.000,1,1,86.92,86.92
moveis_decoracao,8a32e327fe2c1b3511609d81aaf9f042,SP,sao paulo,2016-10-03 00:00:00.000,1,1,40.95,40.95
moveis_decoracao,bac44fa8e13424950488659b5f765c41,SP,sao paulo,2016-10-03 00:00:00.000,1,1,34.42,34.42
perfumaria,e8f6dc8e6a1dcde89d20e3995c8d90b3,SP,sao paulo,2016-10-03 00:00:00.000,1,1,22.86,22.86
telefonia,2138ccb85b11a4ec1e37afbd1c8eda1f,SP,sao paulo,2016-10-03 00:00:00.000,2,2,79.41,39.705
telefonia,89bc797e2e29667aa035d4368f9b7f92,SP,sao paulo,2016-10-03 00:00:00.000,2,3,138.7,46.23333333333333
telefonia,e8f6dc8e6a1dcde89d20e3995c8d90b3,SP,sao paulo,2016-10-03 00:00:00.000,1,1,40.86,40.86
telefonia_fixa,62c50c1af4dfdc4149d25c5222043d39,SP,sao paulo,2016-10-03 00:00:00.000,1,1,161.65,161.65
utilidades_domesticas,5b179e9e8cc7ab6fd113a46ca584da81,SP,sao paulo,2016-10-03 00:00:00.000,4,6,717.1500000000001,119.52500000000002
utilidades_domesticas,d50d79cb34e38265a8649c383dcffd48,SP,sao paulo,2016-10-03 00:00:00.000,1,1,204.38,204.38
esporte_lazer,45d33f715e24d15a6ccf5c17b3a23e3c,SP,sorocaba,2016-10-03 00:00:00.000,1,1,53.73,53.73
moveis_decoracao,b14db04aa7881970e83ffa9426897925,SP,sorocaba,2016-10-03 00:00:00.000,3,4,287.04,71.75999999999999
esporte_lazer,87b740daf17b5d1be335a64164ec6842,SP,suzano,2016-10-03 00:00:00.000,1,1,1400.74,1400.74
brinquedos,817f85dbb65aa3e70831d90fe75cdf89,SP,tiete,2016-10-03 00:00:00.000,6,6,891.4200000000001,148.57000000000002
esporte_lazer,440dd6ab244315c632130ecfb63827b1,SP,votuporanga,2016-10-03 00:00:00.000,2,2,284.65,142.325
utilidades_domesticas,440dd6ab244315c632130ecfb63827b1,SP,votuporanga,2016-10-03 00:00:00.000,1,1,44.74,44.74
moveis_decoracao,b335c59ab742f751a85db9c411a86739,MG,araguari,2016-10-10 00:00:00.000,1,1,89.08000000000001,89.08000000000001
moveis_decoracao,dd2bdf855a9172734fbc3744021ae9b9,MG,belo horizonte,2016-10-10 00:00:00.000,1,1,192.56,192.56
moveis_decoracao,1554a68530182680ad5c8b042c3ab563,MG,monte siao,2016-10-10 00:00:00.000,1,1,51.790000000000006,51.790000000000006
utilidades_domesticas,1554a68530182680ad5c8b042c3ab563,MG,monte siao,2016-10-10 00:00:00.000,1,1,48.55,48.55
fashion_bolsas_e_acessorios,0ea22c1cfbdc755f86b9b54b39c16043,MG,sete lagoas,2016-10-10 00:00:00.000,1,1,45.7,45.7
consoles_games,522620dcb18a6b31cd7bdf73665113a9,PR,cascavel,2016-10-10 00:00:00.000,1,1,65.11,65.11
beleza_saude,ecccfa2bb93b34a3bf033cc5d1dcdc69,PR,curitiba,2016-10-10 00:00:00.000,2,3,271.37,90.45666666666666
esporte_lazer,80e6699fe29150b372a0c8a1ebf7dcc8,PR,pinhais,2016-10-10 00:00:00.000,1,1,64.83,64.83
market_place,46dc3b2cc0980fb8ec44634e21d2718e,RJ,rio de janeiro,2016-10-10 00:00:00.000,1,1,112.52,112.52
moveis_decoracao,de66a66f2dd06bb9ec37aa96987466a3,RJ,rio de janeiro,2016-10-10 00:00:00.000,1,1,57.06,57.06
alimentos,4bde6149c15cf7e177b36fa060dd6de8,RS,carazinho,2016-10-10 00:00:00.000,1,1,96.23,96.23
esporte_lazer,9c3c24eca51c52b91c1de727d2a2ae06,RS,caxias do sul,2016-10-10 00:00:00.000,1,1,61.64,61.64
pet_shop,fa1a9dec3a9940c072684a46728bf1fc,SC,icara,2016-10-10 00:00:00.000,1,1,116.16,116.16
market_place,ffff564a4f9085cd26170f4732393726,SP,campinas,2016-10-10 00:00:00.000,1,1,80.94,80.94
moveis_decoracao,3481aa57cd91f9f9d3fa1fa12d9a3bf7,SP,capivari,2016-10-10 00:00:00.000,1,1,87.50999999999999,87.50999999999999
brinquedos,86bb7c4b535e49a541baf3266b1c95b1,SP,franca,2016-10-10 00:00:00.000,1,1,297.91,297.91
moveis_decoracao,5bba18b40e8c973b0f32e748004775b0,SP,itajobi,2016-10-10 00:00:00.000,1,1,784.8000000000001,784.8000000000001
moveis_escritorio,a7f13822ceb966b076af67121f87b063,SP,itaquaquecetuba,2016-10-10 00:00:00.000,1,1,264.08,264.08
informatica_acessorios,4e922959ae960d389249c378d1c939f5,SP,jacarei,2016-10-10 00:00:00.000,1,1,33.52,33.52
market_place,2199e7fe213c16213bf5d6a7eadc9a5d,SP,registro,2016-10-10 00:00:00.000,1,1,338.68,338.68
esporte_lazer,a36b125ac6d5fdbc7f50de85c9157bdc,SP,ribeirao preto,2016-10-10 00:00:00.000,1,1,61.02,61.02
informatica_acessorios,897060da8b9a21f655304d50fd935913,SP,ribeirao preto,2016-10-10 00:00:00.000,1,1,182.65,182.65
automotivo,fa5fdc4e4bb6bd1009ad0e4ac4096562,SP,santo andre,2016-10-10 00:00:00.000,1,1,194.85,194.85
perfumaria,0307f7565ff85b299b6e5ef162b1b1a9,SP,sao jose do rio preto,2016-10-10 00:00:00.000,1,1,27.86,27.86
audio,5f0057b677eb963672bf05dfa3f16c34,SP,sao paulo,2016-10-10 00:00:00.000,1,1,35.95,35.95
beleza_saude,56642bcb79900e777d68e91915cb4267,SP,sao paulo,2016-10-10 00:00:00.000,2,2,231.68,115.84
beleza_saude,f4aba7c0bca51484c30ab7bdc34bcdd1,SP,sao paulo,2016-10-10 00:00:00.000,1,1,69.02000000000001,69.02000000000001
brinquedos,fa40cc5b934574b62717c68f3d678b6d,SP,sao paulo,2016-10-10 00:00:00.000,1,1,74.74,74.74
consoles_games,ce27a3cc3c8cc1ea79d11e561e9bebb6,SP,sao paulo,2016-10-10 00:00:00.000,2,2,155.32,77.66
fashion_bolsas_e_acessorios,cab85505710c7cb9b720bceb52b01cee,SP,sao paulo,2016-10-10 00:00:00.000,1,1,75.84,75.84
moveis_decoracao,d101c6da914ae3d53f7bee42283f2fe2,SP,sao paulo,2016-10-10 00:00:00.000,1,3,129.03,43.01
telefonia,89bc797e2e29667aa035d4368f9b7f92,SP,sao paulo,2016-10-10 00:00:00.000,2,2,75.28,37.64
telefonia_fixa,ce27a3cc3c8cc1ea79d11e561e9bebb6,SP,sao paulo,2016-10-10 00:00:00.000,1,1,20.11,20.11
fashion_bolsas_e_acessorios,48efc9d94a9834137efd9ea76b065a38,PR,curitiba,2016-12-19 00:00:00.000,1,1,19.62,19.62
automotivo,48efc9d94a9834137efd9ea76b065a38,PR,curitiba,2017-01-02 00:00:00.000,2,2,39.24,19.62
bebes,48efc9d94a9834137efd9ea76b065a38,PR,curitiba,2017-01-02 00:00:00.000,2,2,39.24,19.62
beleza_saude,ccc4bbb5f32a6ab2b7066a4130f114e3,PR,curitiba,2017-01-02 00:00:00.000,1,1,389.43,389.43
brinquedos,48efc9d94a9834137efd9ea76b065a38,PR,curitiba,2017-01-02 00:00:00.000,1,1,17.62,17.62
fashion_bolsas_e_acessorios,48efc9d94a9834137efd9ea76b065a38,PR,curitiba,2017-01-02 00:00:00.000,9,9,176.57999999999998,19.62
moveis_quarto,48efc9d94a9834137efd9ea76b065a38,PR,curitiba,2017-01-02 00:00:00.000,8,8,148.76000000000002,18.595
musica,48efc9d94a9834137efd9ea76b065a38,PR,curitiba,2017-01-02 00:00:00.000,2,2,37.24,18.62
papelaria,48efc9d94a9834137efd9ea76b065a38,PR,curitiba,2017-01-02 00:00:00.000,1,1,19.62,19.62
